FID,globalid,uniq_id,timestamp,editor,wardname,wardcode,lganame,lgacode,statename,statecode,idp_hf_prv,idp_hf,idp_am_mdc,tot_hhold,f_pop_60,m_pop_pl60,f_pop18_59,m_pop18_59,f_pop6_17,m_pop6_17,f_pop1_5,m_pop1_5,f_pop_und1,b_pop_und1,site_id,idp_prtb_w,idp_amnts,idp_am_hs,idp_am_med,agncy_cntc,agency_nam,sma_type,site_cls_d,site_opn_d,site_statu,site_type,set_name,alt_st_nam,t_pop_und5,total_pop,pop_source,site_name,x,y
715,5d60283c-fdd8-4394-9fff-ce066ee35577,7635,2/2/2018 12:00:00 AM,adanna.alex,Akko,GMSAKK01,Akko,16001,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Lawanti, ,0,0,IOM DTM RD16 May 2017,Lawanti,10.9241999998302,10.3056400003858
716,bb7f2c0c-e0ac-48be-ab88-1b580c1f7ba6,7636,2/2/2018 12:00:00 AM,adanna.alex,Kwami,GMSKWM08,Kwami,16008,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Arawa Kundulu, ,0,0,IOM DTM RD16 May 2017,Arawa Kundulu,11.174820000043,10.3124099996218
717,f4c4e478-05f7-4bc7-9017-70e10e709555,7637,2/2/2018 12:00:00 AM,adanna.alex,Garko,GMSAKK02,Akko,16001,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Bomala, ,0,0,IOM DTM RD16 May 2017,Bomala,11.1696200003628,10.2456799998322
718,c28b606b-cd32-4037-a442-d27e80066489,7638,2/2/2018 12:00:00 AM,adanna.alex,Garko,GMSAKK02,Akko,16001,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Afganistan, ,0,0,IOM DTM RD16 May 2017,Afganistan,11.1885100000365,10.2569899997887
719,ae1f8a6b-1ba0-4def-8888-88665322d5e7,7639,2/2/2018 12:00:00 AM,adanna.alex,Garko,GMSAKK02,Akko,16001,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Gonna Dundado, ,0,0,IOM DTM RD16 May 2017,Gonna Dundado,11.1135100001864,10.1857299997397
720,d7302b84-7134-4de4-bd08-15b77b848ace,7640,2/2/2018 12:00:00 AM,adanna.alex,Garko,GMSAKK02,Akko,16001,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Maisau, ,0,0,IOM DTM RD16 May 2017,Maisau,11.2051500002723,10.2618799995624
721,ef85711a-24c9-4fed-b7e7-05b0a29c6418,7641,2/2/2018 12:00:00 AM,adanna.alex,Garubula,10504,Biu,105,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Tumfure, ,0,0,IOM DTM RD16 May 2017,Tumfure,11.9577000003548,10.7940000003998
722,1994bd4b-1d75-40ef-a541-284e0e92d0a0,7643,2/2/2018 12:00:00 AM,adanna.alex,Kumo Central,GMSAKK05,Akko,16001,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Kumo Central, ,0,0,IOM DTM RD16 May 2017,Kumo Central,11.2147299995898,10.0488499998277
723,4130f73d-882e-4129-b4a1-83efe3834868,7644,2/2/2018 12:00:00 AM,adanna.alex,Barwo Nasarawo,GMSNFD01,Nafada,16009,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Kumo West, ,0,0,IOM DTM RD16 May 2017,Kumo West,11.1999299996698,11.0487700004352
724,a652c2dc-b5af-479b-b691-06f417caae39,7645,2/2/2018 12:00:00 AM,adanna.alex,Pindiga,GMSAKK09,Akko,16001,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Sabon Kaura, ,0,0,IOM DTM RD16 May 2017,Sabon Kaura,10.9047899995589,10.0211500003722
725,06fa3f8a-58a2-455e-b360-13a15f990b12,7646,2/2/2018 12:00:00 AM,adanna.alex,Bangu,GMSBLG02,Balanga,16002,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Boka Bindi, ,0,0,IOM DTM RD16 May 2017,Boka Bindi,11.7464200003828,9.95712000008797
726,c7aa29e9-8eb6-4da8-b7a4-fa2831074034,7647,2/2/2018 12:00:00 AM,adanna.alex,Bangu,GMSBLG02,Balanga,16002,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Anguwan Solar, ,0,0,IOM DTM RD16 May 2017,Anguwan Solar,11.7474300001944,9.95775999992412
727,b0badd6d-027c-4655-a826-fbcd331394c0,7648,2/2/2018 12:00:00 AM,adanna.alex,Dadiya,GMSBLG03,Balanga,16002,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Yemfiyo, ,0,0,IOM DTM RD16 May 2017,Yemfiyo,11.4493100002563,9.61676000017394
728,a4d4bbe4-442a-4c90-90c9-c56cf7f10a24,7649,2/2/2018 12:00:00 AM,adanna.alex,Degri,GMSBLG04,Balanga,16002,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Gurma, ,0,0,IOM DTM RD16 May 2017,Gurma,11.6413299996798,9.78693000011947
729,072ccd97-1af3-4bd7-bca0-6752a665c1d3,7650,2/2/2018 12:00:00 AM,adanna.alex,Mona,GMSBLG07,Balanga,16002,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Lojah, ,0,0,IOM DTM RD16 May 2017,Lojah,11.6193899996488,9.68355000003254
730,af1db1a5-e870-4569-8f50-16acd6a25bdb,7651,2/2/2018 12:00:00 AM,adanna.alex,Gelengu,GMSBLG05,Balanga,16002,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Wasa Maibuzu, ,0,0,IOM DTM RD16 May 2017,Wasa Maibuzu,11.6024699999905,10.0301099998766
731,a3f91f97-f5f2-473c-868f-3a981f8f9e73,7652,2/2/2018 12:00:00 AM,adanna.alex,Bangu,GMSBLG02,Balanga,16002,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Kwakwari, ,0,0,IOM DTM RD16 May 2017,Kwakwari,11.6895900002783,9.94866000025883
732,806f1b82-adb2-4dd7-b77e-757d167dfbca,7653,2/2/2018 12:00:00 AM,adanna.alex,Gelengu,GMSBLG05,Balanga,16002,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Nassarawo, ,0,0,IOM DTM RD16 May 2017,Nassarawo,11.6758800002618,9.97122999966479
733,6f202c34-a121-40b5-915f-b1a28a2415ce,7654,2/2/2018 12:00:00 AM,adanna.alex,Degri,GMSBLG04,Balanga,16002,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Guka, ,0,0,IOM DTM RD16 May 2017,Guka,11.6832100001415,9.84786000043874
734,62bfd5db-ec43-4625-990c-55092c1744a1,7655,2/2/2018 12:00:00 AM,adanna.alex,Banganje South,GMSBLR02,Billiri,16003,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Lafikarmai, ,0,0,IOM DTM RD16 May 2017,Lafikarmai,11.1852200003028,9.85123000026437
735,d70370d2-35a4-4252-8bf5-12ec31809163,7656,2/2/2018 12:00:00 AM,adanna.alex,Bare,GMSBLR03,Billiri,16003,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Golo 2, ,0,0,IOM DTM RD16 May 2017,Golo 2,11.2301599997842,9.9001499998227
736,0595ca78-b117-4804-8c0f-fb0950dc36c2,7657,2/2/2018 12:00:00 AM,adanna.alex,Tal,GMSBLR07,Billiri,16003,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Kalbore, ,0,0,IOM DTM RD16 May 2017,Kalbore,11.1707399998512,9.82166000000905
737,a7f5f4f7-747b-4249-92cf-030e1d69246e,7658,2/2/2018 12:00:00 AM,adanna.alex,Tanglang,GMSBLR08,Billiri,16003,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Kalkulong, ,0,0,IOM DTM RD16 May 2017,Kalkulong,11.180360000114,9.83477000023538
738,34f82ac0-f321-4632-8966-db5f5813a284,7659,2/2/2018 12:00:00 AM,adanna.alex,Jamari,GMSDKU03,Dukku,16004,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, ,None,,, ,Host Communities,Dige, ,0,0,IOM DTM RD16 May 2017,Dige,10.993300000095,11.0460099999616
739,61269314-958e-49a0-af9d-6e4faebdec8e,7660,2/2/2018 12:00:00 AM,adanna.alex,Jamari,GMSDKU03,Dukku,16004,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Anguwa Yamma, ,0,0,IOM DTM RD16 May 2017,Anguwa Yamma,10.9314899996638,11.0484199995834
740,f54b6b6f-c105-4f51-9ce3-40d5a3bbe64d,7661,2/2/2018 12:00:00 AM,adanna.alex,Jamari,GMSDKU03,Dukku,16004,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Anguwa Fada, ,0,0,IOM DTM RD16 May 2017,Anguwa Fada,10.9345699996059,11.0480899996538
741,cc4a6028-9002-49b8-b47a-b6586cf779cc,7662,2/2/2018 12:00:00 AM,adanna.alex,Gombe Abba,GMSDKU01,Dukku,16004,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Anguwa Hakimi, ,0,0,IOM DTM RD16 May 2017,Anguwa Hakimi,10.6819000001849,10.7461000002149
742,de8a167c-d486-4be0-8802-39060a9cb6a7,7663,2/2/2018 12:00:00 AM,adanna.alex,Zaune,GMSDKU11,Dukku,16004,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, ,None,,, ,Host Communities,Dukkuyel, ,0,0,IOM DTM RD16 May 2017,Dukkuyel,10.8395399996713,11.0507999996203
743,0083a890-c0f5-4896-83ac-4b7224504612,7664,2/2/2018 12:00:00 AM,adanna.alex,Ashaka / Magaba,GMSFKY01,Funakaye,16005,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Ashaka, ,0,0,IOM DTM RD16 May 2017,Ashaka,11.5211799996573,10.8866999999051
744,653bbe65-c1c2-410e-9bc1-bf279aefbe3f,7665,2/2/2018 12:00:00 AM,adanna.alex,Bage,GMSFKY02,Funakaye,16005,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Bage, ,0,0,IOM DTM RD16 May 2017,Bage,11.3831699997957,10.9499599997542
745,37b3d2fc-b96c-4ed7-93b8-b64cb329ce44,7666,2/2/2018 12:00:00 AM,adanna.alex,Bajoga East,GMSFKY03,Funakaye,16005,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Bajoga West, ,0,0,IOM DTM RD16 May 2017,Bajoga West,11.4324400002059,10.8503699999756
746,fce8d1e7-33a4-4cdb-9fbc-f41f7f08e926,7667,2/2/2018 12:00:00 AM,adanna.alex,Gunda,10505,Biu,105,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Bajoga East, ,0,0,IOM DTM RD16 May 2017,Bajoga East,11.8438700004003,10.8487800003967
747,0b1eb7e4-7eae-4508-a66b-2271ff75c4d7,7668,2/2/2018 12:00:00 AM,adanna.alex,Kupto,GMSFKY06,Funakaye,16005,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Kupto, ,0,0,IOM DTM RD16 May 2017,Kupto,11.4853199998182,10.6667900003583
748,77531683-dc6e-4aa6-bfd8-b4fd256b0afd,7669,2/2/2018 12:00:00 AM,adanna.alex,Garko,GMSAKK02,Akko,16001,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Sabon Gari, ,0,0,IOM DTM RD16 May 2017,Sabon Gari,11.2019900002384,10.2799399996313
749,7bbccbb1-a665-40fc-bcba-c2c10d48197e,7670,2/2/2018 12:00:00 AM,adanna.alex,Kwadon / Liji / Kurba,GMSYDB07,Yamaltu/Deba,16011,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, ,Government,,, ,Host Communities,Nassarawo, ,0,0,IOM DTM RD16 May 2017,Nassarawo,11.2114700003403,10.2845999995903
750,ad1d5e55-c186-4def-a231-e9b2eb933a96,7671,2/2/2018 12:00:00 AM,adanna.alex,Kaltungo East,GMSKLT04,Kaltungo,16007,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Kaleh, ,0,0,IOM DTM RD16 May 2017,Kaleh,11.3125100004362,9.79698000042674
751,00fb8c2a-4fb5-4cd7-999d-a2887b787d02,7673,2/2/2018 12:00:00 AM,adanna.alex,Kaltungo West,GMSKLT05,Kaltungo,16007,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Millionaira Quarters, ,0,0,IOM DTM RD16 May 2017,Millionaira Quarters,11.3034299998946,9.82906000041874
752,c1f7c73d-5390-4dd4-bd47-639ef7c1f768,7674,2/2/2018 12:00:00 AM,adanna.alex,Dukul,GMSKWM04,Kwami,16008,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Buri Butu, ,0,0,IOM DTM RD16 May 2017,Buri Butu,11.3402200003528,10.5328100001814
753,351957c1-54e8-473d-9684-74bbd9e238f5,7675,2/2/2018 12:00:00 AM,adanna.alex,Gadam,GMSKWM05,Kwami,16008,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Mamman Madaki, ,0,0,IOM DTM RD16 May 2017,Mamman Madaki,11.1363559997296,10.4841900000685
754,fd2b12db-b44c-4a46-be8e-28f11aa1e2bb,7676,2/2/2018 12:00:00 AM,adanna.alex,Bila Gusi,11801,Kwaya Kusar,118,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, ,None,,, ,Host Communities,Bomala Ang Sarki, ,0,0,IOM DTM RD16 May 2017,Bomala Ang Sarki,11.9926899996438,10.3693599998642
755,c0a18d97-7fce-4a3b-b602-4f27345b9a90,7677,2/2/2018 12:00:00 AM,adanna.alex,Kwami,GMSKWM08,Kwami,16008,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Gerkwami, ,0,0,IOM DTM RD16 May 2017,Gerkwami,11.2761200004377,10.3661199997383
756,ad759a41-a7e5-47cb-97bb-0ed38a5679c5,7678,2/2/2018 12:00:00 AM,adanna.alex,Birin Bolawa,GMSNFD03,Nafada,16009,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Dange, ,0,0,IOM DTM RD16 May 2017,Dange,11.2730599996194,10.9037799997473
757,bdce8a12-6b81-4568-b6f6-bec049a046a9,7679,2/2/2018 12:00:00 AM,adanna.alex,Birin Fulani West,GMSNFD05,Nafada,16009,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Fada, ,0,0,IOM DTM RD16 May 2017,Fada,11.2760400003458,10.912660000059
758,abaca91c-60ca-48b2-ae66-2b4c25c4aea1,7703,2/2/2018 12:00:00 AM,adanna.alex,Ake 2,OGSABS02,Abeokuta South,28002,Ogun,OG, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, , ,Gideon Home Asero Estate, ,0,0,GRID,Gideon Home Asero Estate,3.37677978495918,7.18048926137038
759,dc9c0175-5baf-4313-b572-929d4a5f83aa,7704,2/2/2018 12:00:00 AM,adanna.alex,Sango,OGSADO16,Ado Odo/Ota,28003,Ogun,OG, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, , ,Ogba Bola, ,0,0,GRID,Ogba Bola,3.25087277935535,6.72021529659872
760,c919fef8-ddd0-4c5c-a687-c2db81c5ad20,7680,2/2/2018 12:00:00 AM,adanna.alex,Birin Fulani West,GMSNFD05,Nafada,16009,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Gadi, ,0,0,IOM DTM RD16 May 2017,Gadi,11.2713499999026,10.911039999996
761,3ba92ae1-1f6f-4f1b-a880-b105107159ba,7681,2/2/2018 12:00:00 AM,adanna.alex,Gadam,GMSKWM05,Kwami,16008,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Wahi, ,0,0,IOM DTM RD16 May 2017,Wahi,11.1643199996683,10.5482099998916
762,92f2ed43-ad6f-4b57-b105-8f79b694ac47,7705,2/2/2018 12:00:00 AM,adanna.alex,Kanje-Abuni,NASAWE05,Awe,26002,Nasarawa,NA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Camp,Abuni Primary School Camp, ,0,0,GRID,Abuni Primary School Camp,9.0437916669519,8.18982166723623
763,76aa3b5e-9a39-4d6f-a534-3735331048ab,7682,2/2/2018 12:00:00 AM,adanna.alex,Gudukku,GMSNFD06,Nafada,16009,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Magaji, ,0,0,IOM DTM RD16 May 2017,Magaji,11.1556000004397,11.0883900000985
764,a3171984-e3fd-4f77-b78f-c4d4f6a31a0b,7683,2/2/2018 12:00:00 AM,adanna.alex,Gudukku,GMSNFD06,Nafada,16009,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Kiyay, ,0,0,IOM DTM RD16 May 2017,Kiyay,11.1551199998881,11.0894199999331
765,e3d7688e-af5f-462d-83ac-4130ca1c3b4c,7707,2/2/2018 12:00:00 AM,adanna.alex,Mbiabo-Obomitiat,CRSDUK09,Odukpani,9015,Cross River,CR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, , ,Presbyterian Primary School Refugees Camp Ibom Itiat, ,0,0,GRID,Presbyterian Primary School Refugees Camp Ibom Itiat,8.06759169989709,5.25233669987887
766,39479591-e26b-4d25-baff-698d24179e14,7684,2/2/2018 12:00:00 AM,adanna.alex,Nafada Central,GMSNFD08,Nafada,16009,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Wuro Jada, ,0,0,IOM DTM RD16 May 2017,Wuro Jada,11.3362400002758,11.0993199996183
767,bb0bb484-073e-4f12-92e1-1f9f2994aa16,7685,2/2/2018 12:00:00 AM,adanna.alex,Nafada East,GMSNFD09,Nafada,16009,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Ubandoma, ,0,0,IOM DTM RD16 May 2017,Ubandoma,11.3395200004477,11.0972999999951
768,5778dda3-75cb-4526-93a2-bf6ebfe295a8,7686,2/2/2018 12:00:00 AM,adanna.alex,Boh,GMSSHM02,Shomgom,16010,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Kikwaka, ,0,0,IOM DTM RD16 May 2017,Kikwaka,11.2570899997038,9.79737999998707
769,9fb3b3c3-6ceb-4f43-9d60-7e770126003c,7687,2/2/2018 12:00:00 AM,adanna.alex,Filiya,GMSSHM04,Shomgom,16010,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Bakin Kasuwa, ,0,0,IOM DTM RD16 May 2017,Bakin Kasuwa,11.1018100002314,9.57290999969678
770,71abe7d3-db99-4736-bd94-15d2adb529fe,7688,2/2/2018 12:00:00 AM,adanna.alex,Gundale,GMSSHM05,Shomgom,16010,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, ,None,,, ,Host Communities,Fada Hakimi, ,0,0,IOM DTM RD16 May 2017,Fada Hakimi,11.0276500004472,9.56627000016044
771,4101b0ae-1b16-4fb0-8a50-dd79e616e5a3,7689,2/2/2018 12:00:00 AM,adanna.alex,Gwandum,GMSSHM06,Shomgom,16010,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Majidadi, ,0,0,IOM DTM RD16 May 2017,Majidadi,11.0072700004102,9.61945999967929
772,b0d7e606-4df0-4c56-b8e6-bed47dfd24eb,7690,2/2/2018 12:00:00 AM,adanna.alex,Kushi,GMSSHM08,Shomgom,16010,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Unguwan Kauri, ,0,0,IOM DTM RD16 May 2017,Unguwan Kauri,11.1869099999965,9.59164000008599
773,d407bd4b-a9df-464d-86f7-c7a1f871287d,7691,2/2/2018 12:00:00 AM,adanna.alex,Boh,GMSSHM02,Shomgom,16010,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, ,None,,, ,Host Communities,Magol, ,0,0,IOM DTM RD16 May 2017,Magol,11.2600100003613,9.79692000035777
774,8560e5ad-6b1f-4d89-bb72-7e3079bbf356,7692,2/2/2018 12:00:00 AM,adanna.alex,Lubo / Difa / Kinafa,GMSYDB09,Yamaltu/Deba,16011,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Difa, ,0,0,IOM DTM RD16 May 2017,Difa,11.4277299997398,10.3572899999336
775,3fe1216c-37a4-4c45-9a2c-2c59f761e821,7697,2/2/2018 12:00:00 AM,adanna.alex,Tanchol,PLSBUU15,Jos South,32006,Plateau,PL, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, , ,City ministries Gidan Bege Gero Care Center, ,0,0,GRID,City ministries Gidan Bege Gero Care Center,8.81470329991743,9.8147917003767
776,8e59be03-b41e-431f-9844-87909a6592c8,7698,2/2/2018 12:00:00 AM,adanna.alex,Turu B,PLSBUU17,Jos South,32006,Plateau,PL, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, , ,Internal Displace People, ,0,0,GRID,Internal Displace People,8.76439459963109,9.63773930032852
777,3164e4af-8e3e-47e5-8022-de936e155bc7,7699,2/2/2018 12:00:00 AM,adanna.alex,Aningo,PLSQAP01,Qua'An Pan,32014,Plateau,PL, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, , ,IDP Camp, ,0,0,GRID,IDP Camp,8.98029666705759,8.64359500040899
778,36f269a7-8741-4730-818f-96d2d8e60379,7700,2/2/2018 12:00:00 AM,adanna.alex,Ikpai,CRSKAM07,Akamkpa,9002,Cross River,CR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, , ,Health Centre Ojok, ,0,0,GRID,Health Centre Ojok,8.82197570001858,5.60350820014338
779,29914001-1d23-48d6-b488-81ea2584b96c,7701,2/2/2018 12:00:00 AM,adanna.alex,Ikpai,CRSKAM07,Akamkpa,9002,Cross River,CR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, , ,Ekang Idp Camp, ,0,0,GRID,Ekang Idp Camp,8.84104529970085,5.67847530009504
780,e365b670-fcce-4c8f-a103-4a06e454cd61,7702,2/2/2018 12:00:00 AM,adanna.alex,Adiabo Efut,CRSDUK07,Odukpani,9015,Cross River,CR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, , ,Idp Camp Mechanic Village, ,0,0,GRID,Idp Camp Mechanic Village,8.344160000084,5.08080000021988
781,bd82fb0a-b8b3-4ca5-a0ce-1222848d2197,7709,2/2/2018 12:00:00 AM,adanna.alex,Gelengu,GMSBLG05,Balanga,16002,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Kembu Matinja, ,0,0,IOM DTM RD16 May 2017,Kembu Matinja,11.5846900002434,10.0301099998766
782,9e1e9ced-6cb1-4aa5-8c12-afa7d74832ef,7710,2/2/2018 12:00:00 AM,adanna.alex,Lano / Kuri / Lambam,GMSYDB08,Yamaltu/Deba,16011,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Lano, ,0,0,IOM DTM RD16 May 2017,Lano,11.4718100000316,10.1726400004357
783,19c8f5cb-687c-44fc-bd7d-4085103a89fb,7711,2/2/2018 12:00:00 AM,adanna.alex,Bukuru,PLSBUU01,Jos South,32006,Plateau,PL, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, , ,Bwandang Gyel, ,0,0,GRID,Zang Secondary Commercial School IDP Camp,8.8670394444149,9.80476021081512
784,0b15b24f-91d4-431c-adc1-12741ec9542e,7712,2/2/2018 12:00:00 AM,adanna.alex,Dawaki,BA0212,Bauchi,5002,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Fadaman Mada Bayan Fariya, ,0,0,IOM DTM RD16 May 2017,Inkil,9.85172661758941,10.3178095777499
785,a6f3d5d8-0d3a-4c67-a5b7-11a46d40334a,7713,2/2/2018 12:00:00 AM,adanna.alex,Dawaki,BA0212,Bauchi,5002,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Fadaman Mada Bayan Fariya, ,0,0,IOM DTM RD16 May 2017,Kofar Gombe,9.85147675984462,10.3182078856854
786,1cbf50d1-c369-4231-8d48-b6d44ea3287f,7714,2/2/2018 12:00:00 AM,adanna.alex,Dan Iya,BA0211,Bauchi,5002,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Unguwan Duhu, ,0,0,IOM DTM RD16 May 2017,Railway,9.84252873391398,10.2893112627046
787,3737e3c6-5b0b-4d89-a34e-c38a548fe814,7715,2/2/2018 12:00:00 AM,adanna.alex,Lanzai East,BA0507,Darazo,5005,Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Ung Madaki,10.8028257751894,11.4297701423782
788,77e16ed9-e031-4f74-8682-32cc2fad54b3,7716,2/2/2018 12:00:00 AM,adanna.alex,Bambam,GMSBLG01,Balanga,16002,Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Garin Liman, ,0,0,IOM DTM RD16 May 2017,Anguwan Yawlambu,11.536844645564,9.69054718240659
